		Xaxis			Yaxis			Zaxis			
		-0.040000		-2.750000		9.340000		
		0.040000		-2.510000		9.450000		
		0.040000		-2.550000		9.850000		
		0.040000		-2.670000		10.080000		
		0.000000		-2.350000		10.120000		
		0.080000		-1.770000		9.650000		
		0.240000		-1.060000		9.340000		
		0.160000		-1.060000		8.750000		
		0.270000		-0.390000		9.020000		
		0.200000		0.080000		9.410000		
		0.120000		0.310000		9.770000		
		0.430000		0.310000		9.850000		
		0.240000		1.220000		8.200000		
		0.120000		1.690000		8.280000		
		1.410000		0.240000		9.490000		
		1.530000		1.570000		6.550000		
		1.960000		1.410000		10.750000		
		0.630000		1.610000		9.490000		
		0.750000		1.490000		10.040000		
		1.140000		0.750000		9.920000		
		2.040000		-3.100000		13.450000		
		1.770000		-6.200000		14.710000		
		2.040000		-8.750000		13.220000		
		2.390000		-11.610000		12.830000		
		3.610000		-11.340000		10.360000		
		3.770000		-8.940000		6.040000		
		3.140000		-8.510000		4.940000		
		3.330000		-9.220000		6.120000		
		2.670000		-9.690000		5.960000		
		3.060000		-8.980000		4.080000		
		2.510000		-8.900000		2.630000		
		2.390000		-9.300000		2.980000		
		2.350000		-8.430000		2.350000		
		2.470000		-8.900000		2.310000		
		2.510000		-9.490000		2.710000		
		2.630000		-10.000000		2.940000		
		2.820000		-10.430000		1.690000		
		3.370000		-11.220000		4.350000		
		4.350000		-10.830000		4.980000		
		6.590000		-9.920000		3.730000		
		6.280000		-8.630000		3.140000		
		6.980000		-7.410000		1.220000		
		8.360000		-6.940000		1.370000		
		9.650000		-5.410000		1.570000		
		9.890000		-2.550000		1.260000		
		10.000000		-1.260000		1.610000		
		10.200000		-0.670000		1.140000		
		9.180000		-2.000000		3.180000		
		10.000000		-3.060000		0.240000		
		10.000000		-3.570000		0.270000		
		9.890000		-1.840000		0.860000		
		10.240000		-1.840000		0.470000		
		10.080000		-1.330000		0.310000		
		10.240000		-1.060000		-0.160000		
		10.240000		-1.490000		-0.040000		
		10.280000		-1.570000		0.430000		
		10.200000		-0.980000		0.120000		
		10.280000		-1.690000		1.730000		
		9.490000		-7.650000		5.330000		
		9.260000		-3.770000		1.960000		
		9.020000		-1.140000		2.900000		
		8.280000		-3.960000		7.410000		
		5.570000		-3.650000		8.630000		
		3.880000		-3.570000		7.770000		
		1.920000		-2.590000		10.980000		
		0.780000		-2.750000		10.040000		
		0.200000		-2.000000		12.670000		
		-0.590000		0.590000		10.510000		
		-0.590000		4.120000		9.220000		
		-0.160000		1.450000		9.300000		
		-1.610000		2.550000		8.390000		
		-0.590000		1.530000		8.980000		
		-0.350000		2.710000		9.690000		
		-0.430000		2.310000		10.710000		
		-0.310000		1.770000		9.650000		
		0.080000		1.960000		10.200000		
		-0.040000		1.690000		10.510000		
		0.200000		1.060000		12.080000		
		0.160000		1.610000		11.180000		
		-0.160000		1.290000		10.590000		
		-0.040000		0.550000		8.790000		
		0.630000		0.510000		8.360000		
		0.630000		-0.200000		9.340000		
		0.510000		-1.100000		9.300000		
		0.750000		-3.840000		8.940000		
		0.750000		-7.810000		9.450000		
		0.270000		-9.850000		11.180000		
		0.080000		-8.630000		8.240000		
		0.630000		-7.730000		5.570000		
		0.860000		-8.790000		6.000000		
		0.710000		-10.710000		5.330000		
		1.570000		-12.590000		2.120000		
		1.650000		-11.340000		1.880000		
		1.530000		-12.360000		0.860000		
		1.020000		-12.360000		2.280000		
		0.670000		-10.200000		2.750000		
		1.100000		-11.690000		2.350000		
		1.290000		-11.100000		1.180000		
		1.570000		-10.980000		0.750000		
		1.570000		-11.410000		1.020000		
		1.800000		-10.750000		1.060000		
		1.610000		-10.590000		0.630000		
		1.530000		-10.280000		0.780000		
		1.690000		-10.980000		1.020000		
		1.490000		-10.360000		1.800000		
		1.800000		-9.020000		1.840000		
		2.470000		-11.260000		1.530000		
		2.510000		-10.360000		1.370000		
		4.040000		-8.590000		-0.270000		
		5.330000		-11.410000		0.270000		
		6.470000		-12.040000		0.310000		
		7.340000		-10.510000		0.430000		
		7.880000		-6.630000		-0.160000		
		9.300000		-2.160000		1.770000		
		9.690000		-2.120000		2.200000		
		9.770000		-2.590000		3.140000		
		9.380000		-0.510000		1.330000		
		9.920000		-3.570000		2.590000		
		9.810000		-1.530000		0.040000		
		10.240000		-1.490000		-0.040000		
		10.160000		-1.610000		0.980000		
		9.530000		0.590000		2.200000		
		10.120000		-0.860000		0.470000		
		9.850000		-1.020000		0.590000		
		10.400000		-0.080000		1.260000		
		9.960000		0.270000		1.060000		
		9.850000		0.590000		1.370000		
		10.040000		0.350000		1.410000		
		10.040000		0.040000		0.710000		
		10.160000		-1.020000		0.550000		
		9.450000		-1.800000		2.430000		
		10.080000		-2.940000		5.140000		
		9.060000		-4.390000		3.490000		
		8.750000		-3.960000		3.610000		
		7.020000		-3.370000		2.120000		
		5.100000		-1.800000		8.120000		
		3.330000		-6.590000		8.940000		
		3.530000		-2.630000		9.610000		
		3.450000		0.590000		7.960000		
		2.550000		2.240000		10.630000		
		0.310000		0.240000		3.140000		
		-0.980000		0.240000		7.690000		
		-0.040000		0.000000		9.690000		
		-0.710000		-0.080000		7.920000		
		-0.750000		-1.960000		9.140000		
		-0.470000		-1.220000		7.340000		
		-1.570000		1.180000		7.690000		
		-0.750000		0.710000		9.920000		
		-0.780000		0.470000		9.690000		
		-1.650000		-0.390000		10.400000		
		-2.750000		0.590000		8.830000		
		-3.300000		1.260000		8.870000		
		-4.350000		0.780000		8.080000		
		-5.650000		0.160000		6.040000		
		-7.140000		-0.160000		5.880000		
		-7.850000		-2.900000		8.430000		
		-9.020000		-2.080000		4.630000		
		-9.180000		4.000000		1.020000		
		-8.870000		-0.270000		5.730000		
		-9.770000		-2.790000		6.200000		
		-8.120000		0.670000		2.470000		
		-8.980000		1.610000		1.370000		
		-10.160000		-3.490000		5.260000		
		-10.240000		-2.280000		1.290000		
		-9.220000		0.820000		1.180000		
		-9.690000		-1.730000		2.550000		
		-9.490000		-0.710000		1.690000		
		-9.570000		-0.750000		1.610000		
		-8.940000		0.470000		-0.040000		
		-9.020000		-0.120000		-0.270000		
		-9.450000		0.000000		2.200000		
		-9.610000		1.290000		0.470000		
		-9.260000		0.980000		1.100000		
		-9.730000		1.450000		1.220000		
		-10.630000		1.290000		0.080000		
		-9.730000		1.490000		2.350000		
		-7.570000		1.840000		6.790000		
		-6.670000		7.490000		2.080000		
		-7.220000		3.330000		1.690000		
		-4.160000		5.610000		2.280000		
		-2.240000		10.870000		3.140000		
		-0.900000		12.670000		3.730000		
		-2.000000		7.100000		3.960000		
		-0.710000		8.430000		1.770000		
		0.120000		9.890000		2.200000		
		0.980000		10.670000		-0.080000		
		1.840000		11.140000		-0.860000		
		1.370000		11.300000		-1.530000		
		1.100000		10.280000		0.860000		
		1.020000		9.450000		0.710000		
		0.470000		9.340000		1.880000		
		0.670000		9.260000		1.290000		
		0.900000		10.040000		1.450000		
		0.390000		9.410000		1.770000		
		0.750000		9.850000		1.290000		
		0.710000		10.790000		4.590000		
		0.750000		8.630000		7.410000		
		0.040000		5.570000		8.040000		
		0.000000		5.140000		8.160000		
		-0.980000		2.280000		10.400000		
		-0.780000		2.160000		9.850000		
		-0.940000		1.060000		8.360000		
		-0.200000		1.840000		9.260000		
		-0.040000		1.690000		8.940000		
		-0.240000		-0.160000		7.690000		
		-0.240000		-1.260000		8.670000		
		-0.820000		-2.000000		9.850000		
		-0.670000		-2.240000		11.530000		
		-0.430000		-2.160000		10.360000		
		-0.470000		-0.750000		10.120000		
		-0.310000		-0.710000		10.280000		
		-0.470000		-0.590000		10.510000		
		-0.590000		-1.260000		10.550000		
		-0.550000		-1.410000		9.650000		
		-0.310000		-0.160000		9.220000		
		-0.550000		-1.410000		9.060000		
		-0.590000		-0.820000		9.300000		
		-0.430000		-2.000000		9.260000		
		-0.240000		-2.670000		9.100000		
		-0.040000		-3.880000		5.100000		
		0.000000		-5.140000		1.920000		
		0.510000		-8.120000		5.060000		
		0.900000		-8.280000		2.670000		
		1.180000		-10.590000		7.260000		
		1.530000		-11.730000		6.940000		
		1.610000		-10.710000		4.430000		
		1.260000		-12.200000		4.550000		
		1.490000		-13.570000		4.000000		
		1.570000		-9.810000		-0.550000		
		1.880000		-11.380000		-1.290000		
		1.570000		-10.000000		-2.310000		
		1.960000		-11.060000		-2.390000		
		1.730000		-9.960000		-2.390000		
		1.920000		-9.810000		0.080000		
		1.450000		-10.830000		0.860000		
		1.370000		-10.900000		1.330000		
		1.370000		-10.790000		1.530000		
		1.450000		-9.810000		1.060000		
		1.610000		-9.850000		0.980000		
		1.100000		-10.710000		0.780000		
		1.770000		-9.650000		0.550000		
		2.040000		-12.080000		0.000000		
		2.430000		-10.590000		-0.120000		
		4.430000		-12.430000		0.200000		
		4.820000		-10.120000		0.670000		
		4.860000		-8.360000		2.280000		
		6.470000		-5.650000		1.330000		
		7.650000		-4.820000		2.550000		
		7.880000		-3.490000		5.840000		
		8.870000		-8.360000		2.590000		
		9.960000		-4.670000		0.820000		
		10.040000		-1.260000		1.730000		
		9.650000		-2.390000		2.710000		
		9.890000		-2.430000		2.120000		
		10.360000		-0.160000		-1.490000		
		10.120000		-0.670000		2.550000		
		10.280000		-0.900000		1.140000		
		10.200000		0.040000		0.430000		
		10.040000		-0.780000		0.780000		
		10.280000		-0.550000		0.710000		
		10.040000		-0.310000		1.650000		
		10.040000		-1.410000		1.920000		
		10.400000		-1.880000		1.570000		
		10.160000		-1.490000		0.470000		
		9.690000		-3.410000		1.800000		
		9.530000		-2.860000		0.750000		
		9.770000		-2.790000		1.060000		
		9.490000		-3.650000		4.310000		
		7.300000		-4.120000		6.860000		
		6.350000		-2.710000		8.280000		
		5.020000		-1.100000		8.470000		
		2.980000		-0.350000		9.650000		
		1.490000		0.000000		9.340000		
